"id_produit","nom_produit","categorie","sous_categorie","prix_da","description_courte","statut_stock","produit_alternatif_id","marge_estimee_pct","delai_reappro_jours"
"E3101ECL2N","Serrure électrique noir avec doigt de verrouillage","Électricité","Electricité > Alarme sécurité de la maison","9130.0","Une gâche électrique est un mécanisme électromagnétique qui permet le verrouillage ou le déverrouillage d'une porte ou d'un dispositif d'accès.","Disponible","","30","21"
"SKU-11914","Interrupteur va et vient Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Léger, fiable et sécurisé. Idéal pour contrôler l'éclairage avec une garantie de 2 ans.","Disponible","","29","18"
"SKU-11928","Interrupteur va et vient double Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Léger, durable, et sûr. Contrôle l'éclairage avec facilité. Garantie 2 ans. Idéal pour toute installation électrique.","Disponible","","29","19"
"SKU-11938","Bouton poussoir DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Bouton-poussoir DIAA en acrylique, tension de 250V, garantie de 2 ans.","Disponible","","30","22"
"SKU-11948","Auto eclairage DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Auto-éclairage DIAA en acrylique, tension de 250V, garantie de 2 ans.","Disponible","","25","20"
"SKU-11958","Détecteur de mouvement DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Détecteur de mouvement DIAA en acrylique, tension de 250V, courant de 10A, garantie de 2 ans.","Disponible","","31","24"
"SKU-11969","Variateur 400W DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Variateur 400W DIAA en acrylique, tension de 250V, courant de 10A, garantie de 2 ans.","Disponible","","31","21"
"SKU-11979","Prise double avec terre DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise double avec terre DIAA en acrylique, courant de 16A, tension de 250V, garantie de 2 ans.","Rupture","E01012PC10","30","23"
"SKU-11989","Prise avec terre DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise avec terre DIAA en acrylique, courant de 16A, tension de 250V, garantie de 2 ans.","Disponible","","31","18"
"SKU-11999","Prise simple DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise simple DIAA en acrylique, courant de 16A, tension de 250V, garantie de 2 ans.","Disponible","","30","23"
"SKU-12009","Prise avec terre +2 USB DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise avec terre + 2 ports USB DIAA en acrylique, courant de 16A pour la prise et 2A pour les ports USB, garantie de 2 ans.","Disponible","","29","21"
"SKU-12020","Prise double simple DIAA Acrylique","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise double simple DIAA en acrylique, courant de 16A et garantie de 2 ans. Solution fiable pour alimenter vos appareils électriques.","Disponible","","28","18"
"SKU-12032","Prise USB Acrylique DIAA","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise USB acrylique DIAA, courant de 2A et garantie de 2 ans. Solution fiable et sécurisée pour charger vos appareils électroniques.","Disponible","","26","20"
"SKU-12043","Prise satellite Acrylique DIAA","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise satellite acrylique DIAA, garantie 2 ans. Installation facile et performance fiable pour vos besoins de connexion satellite.","Disponible","","27","19"
"SKU-12055","Prise téléphone Acrylique DIAA","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise de téléphone acrylique DIAA, garantie 2 ans. Solution fiable et durable pour la communication.","Disponible","","30","18"
"SKU-12065","Prise réseau Acrylique DIAA","Électricité","Electricité > Interrupteurs et prises > Encastré > DIAA > Acrylic","","Prise de réseau acrylique DIAA, IP2X/IPX0. Tension assignée 250V~, courant assigné 16A. Garantie 2 ans.","Disponible","","29","19"
"WMC2C00C00","Mitigeur Cuisine Confort","Sanitaire","Robinetterie sanitaire > Confort","10170.0","Mitigeur cuisine Confort, poids 2,507 kg. Style et fonctionnalité. Garantie 5 ans.","Disponible","","33","28"
"WMC1C00C00","Mitigeur Lavabo Confort","Sanitaire","Robinetterie sanitaire > Confort","6580.0","Mitigeur lavabo Confort, poids 1,650 kg. Style et fonctionnalité. Garantie 5 ans.","Disponible","","30","30"
"WMC5C00C00","Mitigeur Bain douche Confort","Sanitaire","Robinetterie sanitaire > Confort","10645.0","Mitigeur bain douche Confort, poids 2,585 kg. Relaxation et praticité. Garantie 5 ans.","Disponible","","30","30"
"WMC4C00C00","Mitigeur Douche Confort","Sanitaire","Robinetterie sanitaire > Confort","8970.0","Mitigeur douche Confort, poids 2,238 kg. Luxe et praticité. Garantie 5 ans.","Disponible","","34","31"
"WMC7C00C00","Mitigeur Bidet Confort","Sanitaire","Robinetterie sanitaire > Confort","6580.0","Mitigeur bidet Confort, poids 1,640 kg. Élégance et performances exceptionnelles. Garantie 5 ans.","Disponible","","31","28"
"WMT2C00C00","Mitigeur Cuisine Tulip","Sanitaire","Robinetterie sanitaire","8370.0","Mitigeur cuisine Tulip, poids 1,896 kg. Design moderne, performances optimales. Garantie 5 ans.","Disponible","","29","28"
"WMT1C00C00","Mitigeur Lavabo Tulip","Sanitaire","Robinetterie sanitaire","5620.0","Mitigeur lavabo Tulip, poids 1,452 kg. Design moderne, composants de haute qualité. Garantie 5 ans.","Disponible","","33","32"
"WMT5C00C00","Mitigeur Bain douche Tulip","Sanitaire","Robinetterie sanitaire","10170.0","Mitigeur bain douche Tulip, poids 2,358 kg. Design élégant, composants de haute qualité. Garantie 5 ans.","Disponible","","35","33"
"WMT4C00C00","Mitigeur Douche Tulip","Sanitaire","Robinetterie sanitaire","8370.0","Mitigeur douche Tulip, poids 1,905 kg. Design élégant, composants de haute qualité. Garantie 5 ans.","Disponible","","35","29"
"WMT7C00C00","Mitigeur Bidet Tulip","Sanitaire","Robinetterie sanitaire","5620.0","Mitigeur bidet Tulip, poids 1,370 kg. Design élégant, composants de haute qualité. Garantie 5 ans.","Disponible","","31","28"
"GKB06M2022","Mamelon sortie B6 – 6/20 DN20 à JPC Cu22","Sanitaire","Robinets gaz et accessoires > Installation extérieure","440.0","","Disponible","","33","30"
"GKB06M1516","Mamelon entrée régulateur DN15 à JSC Cu16","Sanitaire","Robinets gaz et accessoires > Installation extérieure","290.0","","Disponible","","35","33"
"GKB06M3242","Mamelon sortie B25 – 10/32 DN32 à JPC Cu42","Sanitaire","Robinets gaz et accessoires > Installation extérieure","1460.0","","Disponible","","29","28"
"GKB05RAC2P","Raccord 2 Pcs DN15 à JSC Cu16","Sanitaire","Robinets gaz et accessoires > Installation extérieure","400.0","","Disponible","","31","28"
"GKB05RPE40","Raccord de transition PE40 / Cu22","Sanitaire","Robinets gaz et accessoires > Installation extérieure","3870.0","","Rupture","BS86 180080SA","32","28"
"GKB04ROBG6","Robinet compteur G6 MOP 0,5 (10/32)","Sanitaire","Robinets gaz et accessoires > Installation extérieure","1580.0","Robinet compteur G6 MOP 0,5 (10/32), poids 1,196 kg. Corps en laiton, manette en acier.","Disponible","","31","29"
